Rk,Unnamed: 1,Age,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19,OBPM,DBPM,BPM,VORP,Year,Team,Percent_VORP,TOV%,USG%,Unnamed: 16,Unnamed: 21,3PAr,Unnamed: 17,Unnamed: 22
2,Draymond Green,24,21,784,16.6,0.517,0.363,6.5,22.8,14.7,21.2,2.5,2.5,,0.9,1.7,2.6,0.161,,0.7,3.8,4.5,1.3,2015,GSW,0.20634920634920637,17.2,19.2,,,0.379,,
5,Tony Allen,31,15,422,17.7,0.512,0.46399999999999997,9.9,16.2,12.9,11.3,3.9,1.0,,0.6,0.7,1.3,0.14800000000000002,,0.4,3.9,4.2,0.7,2013,MEM,0.2058823529411765,11.2,18.7,,,0.064,,
1,Eddie Jones,33,15,601,13.3,0.5870000000000001,0.26899999999999996,2.2,13.7,8.6,10.4,1.6,1.1,,0.8,1.0,1.8,0.14400000000000002,,1.2,1.7,3.0,0.7,2005,MIA,0.20588235294117646,11.2,15.7,,,0.513,,
4,Damon Jones,28,15,498,14.8,0.636,0.233,0.8,8.1,4.9,19.6,0.7,0.0,,1.2,0.5,1.7,0.166,,3.6,-0.1,3.5,0.7,2005,MIA,0.20588235294117646,10.7,15.3,,,0.705,,
1,Luol Deng,25,16,687,15.4,0.525,0.27,4.6,14.0,9.2,11.2,1.9,1.1,,1.1,1.1,2.1,0.15,,1.0,1.4,2.4,0.8,2011,CHI,0.20512820512820518,9.2,19.1,,,0.29600000000000004,,
7,Daniel Gibson,20,20,402,16.8,0.611,0.371,2.6,6.8,4.7,9.7,1.7,0.8,,1.2,0.5,1.8,0.21100000000000002,,2.7,2.7,5.4,0.8,2007,CLE,0.20512820512820515,6.3,17.2,,,0.569,,
2,Tim Duncan,35,14,463,22.9,0.529,0.284,8.4,24.0,16.5,14.7,1.1,4.5,,1.1,0.7,1.8,0.184,,2.8,2.2,5.0,0.8,2012,SAS,0.20512820512820512,8.4,25.2,,,0.005,,
4,Hot Rod Williams,29,17,567,19.2,0.631,0.708,11.0,15.6,13.4,11.4,2.2,1.8,,1.4,0.9,2.3,0.193,,2.6,1.9,4.5,0.9,1992,CLE,0.20454545454545453,13.3,18.6,,,0.0,,
2,Larry Nance,32,17,681,17.8,0.5429999999999999,0.27899999999999997,8.2,18.2,13.5,10.3,1.1,4.0,,0.9,1.0,2.0,0.139,,2.0,1.2,3.3,0.9,1992,CLE,0.20454545454545453,8.4,20.5,,,0.004,,
2,Paul Pierce,34,20,778,16.1,0.516,0.395,2.2,15.8,9.2,14.8,2.1,1.9,,0.3,1.3,1.7,0.102,,1.3,1.2,2.4,0.9,2012,BOS,0.2045454545454545,13.3,26.5,,,0.28,,
1,Dan Majerle,27,24,1071,13.5,0.542,0.222,3.2,11.6,7.6,12.3,1.6,1.7,,1.5,0.7,2.1,0.096,,1.6,0.6,2.2,1.1,1993,PHO,0.20370370370370372,8.6,15.6,,,0.441,,
1,Kevin Durant,27,18,726,20.3,0.542,0.359,2.0,17.4,9.8,14.9,1.3,2.0,,1.2,0.8,2.0,0.13,,4.3,-0.3,4.0,1.1,2016,OKC,0.20370370370370372,12.1,32.1,,,0.27,,
5,Kevin Durant,30,12,442,26.8,0.6609999999999999,0.465,0.3,14.7,7.7,21.6,1.4,2.6,,1.6,0.3,1.9,0.20600000000000002,,6.8,0.8,7.6,1.1,2019,GSW,0.20370370370370372,12.8,32.9,,,0.32899999999999996,,
4,Jason Terry,33,21,684,20.3,0.604,0.31,1.1,6.0,3.6,18.6,2.1,0.4,,2.1,0.5,2.6,0.179,,3.4,1.2,4.6,1.1,2011,DAL,0.20370370370370372,9.5,24.0,,,0.354,,
1,Richard Hamilton,25,23,924,19.6,0.53,0.341,4.0,9.1,6.6,23.5,1.6,0.1,,2.3,1.3,3.5,0.182,,2.3,1.3,3.6,1.3,2004,DET,0.203125,13.4,27.6,,,0.096,,
3,Dennis Johnson,33,17,702,14.9,0.529,0.49,2.6,10.6,6.7,30.6,1.8,0.7,,0.8,0.8,1.6,0.107,,1.9,0.9,2.8,0.8,1988,BOS,0.20000000000000004,15.0,19.3,,,0.076,,
4,Vinnie Johnson,34,15,438,17.6,0.488,0.141,8.9,10.3,9.6,17.4,1.3,0.6,,0.5,0.3,0.8,0.09300000000000001,,1.9,0.5,2.4,0.5,1991,DET,0.2,6.8,25.0,,,0.059000000000000004,,
2,Adrian Dantley,32,23,804,17.8,0.602,0.61,5.4,10.1,7.8,9.6,1.2,0.1,,1.7,1.3,3.0,0.18,,2.8,0.5,3.4,1.1,1988,DET,0.2,12.1,23.4,,,0.006999999999999999,,
2,Ben Gordon,23,10,395,16.0,0.584,0.429,2.7,8.5,5.6,18.4,1.2,0.2,,0.7,0.4,1.1,0.132,,1.8,0.3,2.1,0.4,2007,CHI,0.2,16.3,24.4,,,0.374,,
1,Maurice Cheeks,29,12,519,16.9,0.584,0.401,3.0,9.3,6.2,24.4,1.2,0.3,,1.2,0.5,1.6,0.15,,2.8,-1.3,1.5,0.5,1986,PHI,0.2,13.0,19.5,,,0.038,,
1,Andre Iguodala,28,13,505,13.4,0.478,0.371,3.6,13.4,8.2,17.2,2.0,0.8,,0.3,0.8,1.1,0.10400000000000001,,0.5,1.6,2.0,0.5,2012,PHI,0.2,9.8,18.4,,,0.325,,
1,Dale Ellis,26,14,530,17.3,0.539,0.17800000000000002,7.1,12.4,9.5,11.6,0.9,0.7,,0.7,0.4,1.0,0.094,,2.9,-1.9,1.1,0.4,1987,SEA,0.2,9.1,27.7,,,0.11800000000000001,,
3,Tom Chambers,27,14,498,16.8,0.525,0.376,6.6,14.4,10.1,10.0,1.2,1.7,,0.5,0.5,1.0,0.092,,2.0,-1.2,0.8,0.4,1987,SEA,0.2,10.0,27.9,,,0.068,,
4,Nate McMillan,22,14,356,13.5,0.489,0.387,3.7,14.2,8.5,39.2,1.9,1.8,,0.2,0.4,0.6,0.08199999999999999,,0.8,1.5,2.2,0.4,1987,SEA,0.2,26.4,11.3,,,0.0,,
4,Jerome Kersey,29,21,756,16.9,0.555,0.444,9.6,16.5,13.1,15.3,2.8,1.7,,0.9,1.1,2.0,0.128,,1.4,2.2,3.7,1.1,1992,POR,0.2,14.7,20.5,,,0.012,,
4,Ronald Murray,29,11,341,12.4,0.467,0.301,2.1,9.8,5.6,16.3,2.1,0.8,,0.0,0.2,0.2,0.024,,0.3,-0.2,0.1,0.2,2009,ATL,0.2,9.1,22.4,,,0.40700000000000003,,
2,Latrell Sprewell,28,20,743,18.7,0.503,0.384,3.9,12.0,7.9,12.4,1.4,0.7,,0.7,0.9,1.6,0.102,,1.8,0.5,2.2,0.8,1999,NYK,0.2,12.5,30.7,,,0.07200000000000001,,
6,Mike Gminski,24,11,223,19.3,0.645,1.04,10.3,18.2,14.0,4.1,1.5,4.4,,0.6,0.5,1.0,0.22399999999999998,,4.9,1.1,6.1,0.5,1984,NJN,0.2,11.0,14.9,,,0.0,,
1,Tom Chambers,29,12,495,18.1,0.535,0.304,4.4,23.0,13.5,13.3,1.2,1.8,,0.5,0.8,1.3,0.131,,1.6,0.8,2.5,0.6,1989,PHO,0.19999999999999998,11.8,25.8,,,0.086,,
2,Larry Hughes,26,10,401,16.6,0.48200000000000004,0.425,4.6,15.2,9.8,16.4,2.5,1.4,,0.2,0.5,0.7,0.083,,1.3,-0.2,1.0,0.3,2005,WAS,0.19999999999999998,10.4,25.8,,,0.182,,
2,Bryon Russell,29,10,371,14.2,0.53,0.36,3.0,13.4,8.3,10.1,2.4,1.1,,0.4,0.3,0.7,0.091,,0.6,0.9,1.6,0.3,2000,UTA,0.19999999999999998,10.2,19.0,,,0.395,,
4,Robert Horry,27,13,422,16.1,0.636,0.586,9.6,14.6,12.0,14.6,1.8,2.5,,1.0,0.1,1.2,0.133,,2.0,1.7,3.7,0.6,1998,LAL,0.19999999999999998,17.0,11.6,,,0.243,,
3,Aaron McKie,28,23,892,15.4,0.503,0.249,3.0,12.3,7.6,24.0,2.1,0.3,,1.2,0.6,1.9,0.1,,0.9,1.0,1.9,0.9,2001,PHI,0.19999999999999996,12.1,19.6,,,0.213,,
2,Mehmet Okur,28,12,462,16.3,0.527,0.282,8.2,27.7,17.6,8.2,0.9,1.4,,0.7,0.4,1.2,0.121,,2.5,0.3,2.8,0.6,2008,UTA,0.19999999999999996,9.8,19.1,,,0.327,,
4,Kevin Garnett,33,23,766,17.6,0.53,0.18600000000000003,5.3,21.4,13.6,14.7,1.8,2.3,,0.7,1.6,2.4,0.14800000000000002,,1.6,2.2,3.8,1.1,2010,BOS,0.19642857142857142,8.7,22.2,,,0.006999999999999999,,
2,John Stockton,33,18,679,17.0,0.544,0.376,2.6,8.3,5.4,45.9,2.4,0.9,,1.1,1.1,2.2,0.156,,3.1,0.8,3.9,1.0,1996,UTA,0.19607843137254907,24.1,17.1,,,0.242,,
4,Bryon Russell,25,18,459,17.5,0.611,0.306,4.6,16.3,10.4,8.0,2.8,1.8,,1.1,0.9,2.0,0.213,,2.9,3.7,6.6,1.0,1996,UTA,0.19607843137254907,6.6,15.9,,,0.42700000000000005,,
2,Dennis Johnson,32,23,964,15.8,0.53,0.313,3.1,8.0,5.6,30.3,0.8,0.5,,1.7,0.3,2.0,0.098,,2.3,-0.2,2.0,1.0,1987,BOS,0.19607843137254896,9.7,20.4,,,0.07200000000000001,,
2,Bob Dandridge,30,19,746,16.8,0.508,0.23399999999999999,4.6,12.1,8.3,15.0,1.9,1.0,,0.8,1.0,1.9,0.121,,2.5,0.4,2.9,0.9,1978,WSB,0.19565217391304346,12.6,23.6,,,,,
3,Charles Barkley,33,16,605,20.5,0.557,0.677,13.0,24.1,18.7,15.2,1.7,0.9,,1.5,0.6,2.1,0.16399999999999998,,3.1,0.2,3.3,0.8,1997,HOU,0.19512195121951223,14.3,22.9,,,0.192,,
2,Derrick McKey,28,17,592,13.8,0.539,0.35600000000000004,6.2,11.0,8.6,18.8,1.6,1.7,,0.7,0.6,1.3,0.102,,1.3,1.4,2.6,0.7,1995,IND,0.19444444444444445,15.2,18.6,,,0.201,,
4,Andrei Kirilenko,25,17,527,14.8,0.541,0.528,6.2,13.7,9.9,12.9,1.5,7.2,,0.5,0.7,1.1,0.102,,0.4,2.7,3.1,0.7,2007,UTA,0.19444444444444445,18.8,15.9,,,0.073,,
5,Bobby Jones,29,16,443,19.5,0.591,0.55,9.4,12.9,11.2,11.5,2.0,2.6,,1.2,0.4,1.6,0.17300000000000001,,3.8,0.8,4.6,0.7,1981,PHI,0.19444444444444442,13.9,21.9,,,0.0,,
3,Danny Green,28,10,267,15.3,0.648,0.046,0.0,12.6,6.7,3.8,4.1,2.4,,0.4,0.6,0.9,0.17,,1.7,5.0,6.8,0.6,2016,SAS,0.1935483870967742,8.4,12.4,,,0.738,,
4,Ben Wallace,30,25,979,16.2,0.489,0.48100000000000004,11.3,23.1,17.1,4.2,2.5,5.1,,0.5,2.7,3.2,0.158,,0.2,2.8,3.0,1.2,2005,DET,0.19354838709677416,10.5,14.0,,,0.019,,
1,Paul Pierce,30,26,990,17.4,0.57,0.478,2.7,13.5,8.2,22.5,1.6,0.7,,1.6,1.3,3.0,0.145,,2.6,1.0,3.6,1.4,2008,BOS,0.1917808219178082,15.5,25.8,,,0.322,,
2,James Worthy,23,19,626,19.7,0.6459999999999999,0.41600000000000004,6.7,9.8,8.4,8.4,1.2,1.1,,2.0,0.6,2.6,0.19899999999999998,,3.7,-0.2,3.5,0.9,1985,LAL,0.19148936170212766,7.6,21.2,,,0.006999999999999999,,
2,Bryon Russell,27,20,698,12.8,0.6,0.551,2.2,13.3,8.0,5.4,1.7,0.6,,1.1,1.1,2.2,0.151,,1.6,1.6,3.2,0.9,1998,UTA,0.19148936170212763,8.5,14.0,,,0.429,,
1,Ben Simmons,21,10,369,16.6,0.541,0.46399999999999997,4.6,22.9,13.6,33.0,2.3,2.0,,0.2,0.6,0.8,0.10300000000000001,,0.3,1.8,2.1,0.4,2018,PHI,0.19047619047619052,22.6,22.1,,,0.008,,
5,Toni KukoÄ,25,10,194,21.8,0.5670000000000001,0.507,7.2,17.9,12.8,32.6,1.5,1.2,,0.5,0.2,0.7,0.179,,5.8,1.3,7.0,0.4,1994,CHI,0.19047619047619052,17.2,24.4,,,0.284,,
2,LaPhonso Ellis,23,12,436,16.6,0.534,0.38,7.4,18.0,12.8,11.9,1.1,1.7,,0.8,0.4,1.2,0.131,,1.1,1.0,2.1,0.4,1994,DEN,0.19047619047619047,10.3,19.6,,,0.042,,
6,Bobby Jones,28,18,470,19.4,0.585,0.36,7.0,12.8,10.0,10.4,2.2,3.9,,1.1,0.8,1.9,0.19,,3.8,1.3,5.1,0.8,1980,PHI,0.19047619047619047,10.3,20.0,,,0.006,,
4,Reggie Williams,29,12,405,14.7,0.52,0.235,5.3,11.9,8.7,20.5,1.2,2.0,,0.4,0.3,0.8,0.08900000000000001,,0.7,1.1,1.8,0.4,1994,DEN,0.19047619047619047,14.6,21.9,,,0.336,,
1,Shawn Marion,26,15,635,18.4,0.55,0.175,8.5,22.0,15.5,5.2,1.7,2.8,,1.2,0.5,1.8,0.133,,2.4,0.4,2.8,0.8,2005,PHO,0.19047619047619047,8.0,18.2,,,0.193,,
5,Dan Majerle,24,16,479,15.7,0.563,0.433,7.5,10.9,9.3,10.5,2.0,0.2,,0.9,0.6,1.5,0.149,,2.4,2.1,4.5,0.8,1990,PHO,0.19047619047619047,9.2,17.4,,,0.08,,
2,Jerome Kersey,27,21,831,16.1,0.513,0.39899999999999997,8.4,15.0,11.6,9.0,2.0,1.4,,0.8,1.1,1.9,0.11,,1.0,0.8,1.9,0.8,1990,POR,0.19047619047619044,9.6,23.1,,,0.008,,
1,Rashard Lewis,30,14,512,14.2,0.584,0.175,3.8,15.0,9.6,11.4,1.6,1.6,,0.6,1.0,1.6,0.153,,1.7,1.8,3.5,0.7,2010,ORL,0.1891891891891892,14.0,17.3,,,0.524,,
3,Reggie Miller,38,16,455,16.1,0.599,0.455,0.7,8.5,4.6,18.3,2.2,0.5,,1.0,0.6,1.6,0.16699999999999998,,2.2,1.9,4.1,0.7,2004,IND,0.1891891891891892,17.2,17.2,,,0.5710000000000001,,
1,Tayshaun Prince,26,16,665,13.8,0.503,0.27,4.8,13.7,9.2,16.5,1.3,0.6,,0.7,0.8,1.5,0.106,,1.8,0.3,2.1,0.7,2007,DET,0.1891891891891892,11.8,18.4,,,0.22,,
2,Dwight Howard,24,14,497,22.2,0.606,1.129,9.9,28.3,19.4,7.6,1.2,8.1,,0.5,1.5,1.9,0.184,,0.4,3.3,3.8,0.7,2010,ORL,0.1891891891891892,19.6,25.9,,,0.0,,
2,Horace Grant,24,16,616,15.4,0.535,0.33299999999999996,13.9,17.2,15.5,9.8,1.5,2.1,,0.8,0.9,1.8,0.13699999999999998,,2.0,0.2,2.2,0.7,1990,CHI,0.18918918918918917,12.5,14.9,,,0.013000000000000001,,
3,John Starks,28,25,840,14.6,0.528,0.436,1.2,7.2,4.1,25.0,2.3,0.2,,1.3,1.1,2.4,0.138,,1.5,1.2,2.6,1.0,1994,NYK,0.18867924528301885,14.2,22.2,,,0.457,,
2,Russell Westbrook,23,20,767,22.6,0.506,0.273,3.5,13.4,8.5,28.0,2.1,0.9,,1.8,0.3,2.1,0.133,,3.9,-0.5,3.4,1.0,2012,OKC,0.18867924528301885,9.0,30.7,,,0.16,,
4,Derek Harper,32,23,750,14.1,0.514,0.242,2.0,6.7,4.3,25.4,3.1,0.1,,0.8,1.1,2.0,0.127,,0.6,2.6,3.1,1.0,1994,NYK,0.18867924528301885,13.8,18.3,,,0.368,,
4,Jonas ValanÄiÅ«nas,25,10,244,25.2,0.599,0.318,14.7,38.4,26.3,8.7,0.8,4.8,,0.6,0.2,0.8,0.155,,3.1,0.2,3.3,0.3,2018,TOR,0.18750000000000003,13.5,26.2,,,0.047,,
1,Antoine Walker,25,16,703,16.0,0.51,0.201,3.7,18.1,11.0,14.9,1.8,0.7,,0.3,1.2,1.4,0.09699999999999999,,1.3,-0.1,1.2,0.6,2002,BOS,0.1875,13.7,26.7,,,0.342,,
6,Rodney Rogers,30,16,394,17.3,0.575,0.324,8.1,16.8,12.5,15.2,2.2,1.5,,0.8,0.7,1.5,0.18600000000000003,,2.2,1.6,3.9,0.6,2002,BOS,0.1875,15.1,17.3,,,0.48100000000000004,,
1,Alex English,34,11,438,17.0,0.48700000000000004,0.16899999999999998,7.1,7.4,7.2,18.0,0.8,0.4,,0.6,0.1,0.7,0.07200000000000001,,2.4,-2.1,0.3,0.3,1988,DEN,0.18749999999999997,5.5,27.2,,,0.012,,
2,Jayson Tatum,19,19,683,16.2,0.578,0.37200000000000005,1.6,12.6,7.0,13.3,1.7,1.3,,0.8,0.8,1.6,0.11599999999999999,,0.0,1.5,1.5,0.6,2018,BOS,0.18749999999999997,11.9,23.3,,,0.272,,
5,Tayshaun Prince,23,23,795,15.3,0.483,0.259,5.9,13.8,9.9,12.5,1.8,3.3,,1.3,1.5,2.8,0.171,,0.9,3.1,4.0,1.2,2004,DET,0.18749999999999997,7.4,15.2,,,0.231,,
4,David West,33,19,687,15.5,0.528,0.249,4.3,17.9,11.3,20.8,1.1,2.0,,0.3,1.0,1.3,0.09300000000000001,,0.2,1.4,1.6,0.6,2014,IND,0.18749999999999997,13.7,22.4,,,0.040999999999999995,,
1,Tobias Harris,26,12,443,14.5,0.521,0.156,3.1,22.5,13.3,16.4,1.4,1.2,,0.4,0.7,1.1,0.11800000000000001,,1.2,1.3,2.5,0.5,2019,PHI,0.1851851851851852,9.6,18.8,,,0.377,,
5,Brad Miller,27,12,366,18.0,0.562,0.527,9.0,20.5,15.0,17.4,1.3,2.1,,0.9,0.4,1.2,0.16,,1.3,1.8,3.1,0.5,2004,SAC,0.18518518518518517,15.1,16.2,,,0.077,,
3,Doug Christie,33,12,461,15.9,0.512,0.34,4.1,12.5,8.5,16.8,2.5,0.8,,0.8,0.3,1.1,0.11699999999999999,,0.3,1.9,2.2,0.5,2004,SAC,0.18518518518518517,11.9,17.9,,,0.23399999999999999,,
3,Dale Davis,29,13,394,18.1,0.596,0.649,14.5,25.6,20.3,5.0,1.4,3.3,,0.8,0.6,1.4,0.166,,1.9,0.9,2.8,0.5,1999,IND,0.18518518518518517,17.5,14.5,,,0.0,,
6,Michael Cooper,25,14,383,17.4,0.597,0.27399999999999997,5.6,11.0,8.4,20.2,2.9,1.5,,0.7,0.5,1.2,0.152,,2.9,1.9,4.7,0.7,1982,LAL,0.18421052631578946,17.3,17.2,,,0.016,,
5,Bobby Jones,31,12,324,15.9,0.593,0.256,6.7,13.1,10.0,14.4,2.3,3.2,,0.5,0.6,1.1,0.16399999999999998,,3.7,2.5,6.3,0.7,1983,PHI,0.18421052631578944,17.2,13.5,,,0.013000000000000001,,
3,Maurice Cheeks,26,13,483,17.3,0.5489999999999999,0.38799999999999996,2.6,6.3,4.5,27.2,2.7,0.2,,0.9,0.6,1.6,0.155,,4.0,0.2,4.1,0.7,1983,PHI,0.18421052631578944,15.0,19.6,,,0.012,,
4,Danny Green,25,21,669,15.2,0.605,0.081,3.2,11.5,7.5,7.4,1.8,2.6,,1.2,0.9,2.1,0.154,,2.4,2.4,4.8,1.1,2013,SAS,0.18333333333333335,9.0,15.0,,,0.613,,
2,Tony Parker,30,21,765,21.5,0.521,0.307,2.2,7.8,5.1,34.6,1.7,0.3,,1.7,0.8,2.4,0.152,,3.8,0.0,3.8,1.1,2013,SAS,0.18333333333333335,11.3,28.9,,,0.085,,
3,Larry Smith,29,10,329,16.9,0.562,0.29600000000000004,19.8,28.3,23.7,6.9,1.8,1.1,,0.6,0.5,1.0,0.149,,2.0,-1.2,0.8,0.2,1987,GSW,0.18181818181818185,13.3,13.3,,,0.0,,
1,Donovan Mitchell,21,11,411,16.8,0.512,0.177,2.3,14.8,8.5,20.8,1.9,0.9,,0.0,0.5,0.5,0.062,,1.1,0.9,2.0,0.4,2018,UTA,0.18181818181818185,10.9,31.5,,,0.32899999999999996,,
4,John Starks,29,11,380,15.0,0.583,0.326,0.7,7.8,4.4,27.9,1.9,0.2,,0.5,0.6,1.1,0.14,,2.2,0.5,2.7,0.4,1995,NYK,0.18181818181818185,15.0,22.5,,,0.5660000000000001,,
1,Reggie Lewis,25,11,462,16.9,0.547,0.349,4.7,11.8,8.4,10.8,1.3,0.8,,0.7,0.3,1.0,0.1,,1.9,-0.3,1.6,0.4,1991,BOS,0.18181818181818185,8.2,23.2,,,0.021,,
3,Doug Christie,31,16,644,12.8,0.551,0.49200000000000005,3.3,11.8,7.6,18.2,2.6,1.0,,0.6,0.7,1.3,0.099,,-0.6,3.2,2.6,0.8,2002,SAC,0.18181818181818185,21.5,14.0,,,0.485,,
7,Greg Ballard,32,10,179,14.7,0.593,0.083,10.7,15.0,12.7,14.5,2.2,0.0,,0.2,0.2,0.4,0.111,,2.5,0.5,3.0,0.2,1987,GSW,0.18181818181818185,15.3,13.6,,,0.20800000000000002,,
5,Derrick Favors,26,11,286,16.4,0.618,0.485,7.4,14.1,10.7,7.1,1.4,3.4,,0.5,0.4,0.9,0.146,,1.0,1.9,2.9,0.4,2018,UTA,0.18181818181818185,10.8,14.3,,,0.07400000000000001,,
2,Patrick Ewing,32,11,399,18.9,0.5589999999999999,0.449,5.9,28.8,17.7,13.8,0.8,5.4,,0.3,1.0,1.3,0.151,,0.3,2.0,2.3,0.4,1995,NYK,0.18181818181818185,13.8,26.8,,,0.019,,
2,Darrell Griffith,25,11,417,15.1,0.517,0.262,4.4,12.7,8.7,15.0,2.2,0.3,,0.2,0.4,0.5,0.06,,0.2,-0.2,0.0,0.2,1984,UTA,0.18181818181818185,13.2,23.3,,,0.24600000000000002,,
2,Larry Bird,34,10,396,15.8,0.49,0.336,2.4,17.6,10.4,23.7,1.7,0.5,,0.3,0.4,0.6,0.078,,1.4,0.2,1.6,0.4,1991,BOS,0.18181818181818185,9.8,21.4,,,0.138,,
4,Jameer Nelson,25,10,333,18.2,0.627,0.327,1.4,12.8,7.2,24.9,0.5,0.4,,1.1,0.1,1.2,0.17300000000000001,,2.2,0.3,2.6,0.4,2008,ORL,0.18181818181818182,14.0,21.5,,,0.363,,
4,Calvin Murphy,28,12,420,17.7,0.513,0.141,1.8,3.2,2.5,25.4,2.1,0.3,,1.0,0.0,1.0,0.113,,1.4,-0.1,1.3,0.4,1977,HOU,0.18181818181818182,,,,,,,
5,Tim Thomas,28,20,636,16.7,0.625,0.223,3.1,20.4,11.8,6.1,1.5,0.9,,1.2,0.5,1.7,0.131,,1.5,1.2,2.7,0.8,2006,PHO,0.18181818181818182,8.3,19.5,,,0.491,,
6,Mike Newlin,28,12,316,18.8,0.55,0.196,2.8,9.2,5.9,23.7,2.2,0.0,,0.8,0.1,0.9,0.138,,1.9,1.0,3.0,0.4,1977,HOU,0.18181818181818182,,,,,,,
3,Jason Richardson,26,11,428,17.6,0.5770000000000001,0.159,6.1,13.5,9.6,9.1,1.6,0.9,,0.9,0.2,1.0,0.11699999999999999,,2.5,-0.4,2.1,0.4,2007,GSW,0.18181818181818182,11.7,21.3,,,0.48200000000000004,,
1,Pau Gasol,30,10,358,17.3,0.49700000000000005,0.402,10.5,17.2,13.6,17.9,0.6,4.2,,0.6,0.2,0.9,0.115,,1.6,0.3,1.9,0.4,2011,LAL,0.18181818181818182,11.4,19.7,,,0.018000000000000002,,
5,Donyell Marshall,32,13,345,15.2,0.552,0.163,8.4,16.8,12.6,4.1,1.1,2.2,,0.5,0.4,0.9,0.12300000000000001,,2.5,0.4,2.9,0.4,2006,CLE,0.18181818181818182,10.4,17.2,,,0.442,,
2,Fat Lever,25,10,347,13.6,0.505,0.183,4.2,10.4,7.1,21.4,2.7,0.3,,0.1,0.4,0.5,0.071,,-0.2,0.9,0.7,0.2,1986,DEN,0.18181818181818182,14.0,18.9,,,0.107,,
7,Elston Turner,26,10,196,13.4,0.574,0.14800000000000002,5.9,9.5,7.6,15.2,1.7,0.0,,0.4,0.2,0.5,0.127,,0.6,1.2,1.8,0.2,1986,DEN,0.18181818181818182,8.0,12.7,,,0.019,,
4,Manu GinÃ³bili,28,13,426,21.5,0.612,0.5539999999999999,2.9,14.2,8.9,16.3,2.4,1.2,,1.0,0.3,1.4,0.154,,2.4,1.3,3.7,0.6,2006,SAS,0.1818181818181818,14.5,26.1,,,0.268,,
1,Trevor Ariza,29,17,655,12.9,0.5760000000000001,0.239,2.9,14.2,8.6,10.1,2.2,0.2,,1.0,0.4,1.3,0.098,,0.2,1.6,1.7,0.6,2015,HOU,0.1818181818181818,10.6,13.9,,,0.545,,
3,Dwight Howard,29,17,574,20.4,0.546,0.907,11.3,31.4,21.5,5.9,1.9,5.4,,0.6,0.9,1.5,0.126,,1.2,1.2,2.4,0.6,2015,HOU,0.1818181818181818,12.7,21.2,,,0.0,,
3,Adrian Dantley,31,15,500,19.0,0.604,0.539,6.5,8.7,7.6,10.3,1.3,0.0,,1.2,0.6,1.8,0.171,,2.9,0.0,2.9,0.6,1987,DET,0.1818181818181818,11.5,24.4,,,0.0,,
4,Hersey Hawkins,29,21,713,14.2,0.617,0.565,3.3,7.5,5.6,11.2,2.1,0.5,,1.5,0.7,2.2,0.15,,1.7,1.8,3.5,1.0,1996,SEA,0.18181818181818177,13.6,16.5,,,0.381,,
6,Jared Dudley,24,16,377,15.6,0.62,0.326,4.9,14.1,9.6,10.8,2.5,1.2,,0.9,0.3,1.2,0.153,,2.7,2.6,5.2,0.7,2010,PHO,0.1794871794871795,8.4,13.1,,,0.6859999999999999,,
3,Manu GinÃ³bili,30,17,559,17.1,0.57,0.332,2.9,10.3,6.6,21.6,1.0,0.7,,0.7,0.6,1.3,0.11199999999999999,,2.9,0.4,3.3,0.7,2008,SAS,0.1794871794871795,15.0,26.8,,,0.44,,
2,Terry Cummings,25,12,443,18.4,0.531,0.386,7.3,18.5,12.6,9.7,1.3,1.8,,0.7,0.3,1.0,0.111,,2.5,-0.3,2.2,0.5,1987,MIL,0.17857142857142858,5.6,24.8,,,0.0,,
1,Brian Grant,26,13,482,17.4,0.5670000000000001,0.605,8.9,21.6,15.4,6.0,1.2,2.7,,0.9,0.6,1.5,0.145,,1.0,0.8,1.8,0.5,1999,POR,0.17857142857142855,12.2,17.7,,,0.0,,
3,Paul Pierce,31,14,556,16.1,0.5539999999999999,0.457,0.8,16.8,8.7,13.6,1.4,0.8,,0.7,0.6,1.3,0.11199999999999999,,1.3,0.4,1.7,0.5,2009,BOS,0.17857142857142855,11.1,24.8,,,0.258,,
2,Kawhi Leonard,22,23,736,18.7,0.606,0.301,5.1,19.2,12.3,7.8,2.7,1.5,,1.5,1.5,2.9,0.191,,1.9,2.8,4.7,1.3,2014,SAS,0.17808219178082196,9.7,18.9,,,0.31,,
2,Ray Allen,32,26,987,14.9,0.5760000000000001,0.29600000000000004,3.2,9.2,6.2,12.7,1.4,0.7,,2.0,1.1,3.1,0.152,,2.2,0.8,3.0,1.3,2008,BOS,0.17808219178082194,9.8,19.0,,,0.447,,
6,Nate McMillan,28,19,415,15.3,0.392,0.29100000000000004,5.6,13.8,9.4,34.7,5.2,1.9,,0.1,0.7,0.8,0.08800000000000001,,0.5,5.2,5.6,0.8,1993,SEA,0.1777777777777778,17.7,15.0,,,0.233,,
2,Tayshaun Prince,24,25,1023,13.8,0.504,0.195,6.4,12.1,9.2,13.9,1.4,0.7,,1.0,1.7,2.7,0.129,,1.4,0.8,2.2,1.1,2005,DET,0.17741935483870966,10.0,17.3,,,0.195,,
