Rk,Unnamed: 1,Age,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19,OBPM,DBPM,BPM,VORP,Year,Team,Percent_VORP,TOV%,USG%,Unnamed: 16,Unnamed: 21,3PAr,Unnamed: 17,Unnamed: 22
4,Toni KukoÄ,29,21,637,18.5,0.561,0.284,4.5,11.6,7.9,17.5,2.3,1.3,,1.5,0.9,2.4,0.182,,3.2,1.9,5.1,1.1,1998,CHI,0.17741935483870966,9.9,20.4,,,0.28,,
2,Charles Oakley,24,10,373,13.4,0.49700000000000005,0.264,11.3,27.0,18.9,12.4,0.8,0.6,,0.2,0.7,0.9,0.113,,0.1,0.6,0.7,0.3,1988,CHI,0.17647058823529413,15.1,14.1,,,0.022000000000000002,,
7,Brandon Bass,23,10,192,22.8,0.638,0.517,8.7,17.2,13.1,6.4,1.9,1.7,,0.8,0.1,0.9,0.22,,3.1,0.4,3.5,0.3,2009,DAL,0.17647058823529413,5.2,19.2,,,0.0,,
3,Bill Laimbeer,32,20,667,15.3,0.524,0.146,7.2,29.3,18.4,6.3,1.8,1.8,,0.9,1.7,2.6,0.188,,0.7,2.9,3.6,0.9,1990,DET,0.17647058823529413,7.0,15.0,,,0.21600000000000003,,
4,Mason Plumlee,25,11,306,15.3,0.456,0.47100000000000003,12.1,32.0,21.8,25.7,1.1,2.8,,0.2,0.4,0.6,0.09,,-0.4,2.6,2.2,0.3,2016,POR,0.17647058823529413,22.8,15.3,,,0.0,,
4,Anthony Johnson,30,13,316,13.5,0.49,0.46799999999999997,1.5,12.8,7.1,40.9,2.3,1.3,,0.0,0.6,0.6,0.08900000000000001,,0.3,1.6,1.9,0.3,2005,IND,0.17647058823529413,21.2,18.1,,,0.299,,
5,Bobby Jones,30,21,589,16.5,0.611,0.466,7.3,11.4,9.4,12.5,1.2,2.1,,1.4,0.6,2.0,0.16,,3.2,0.5,3.7,0.9,1982,PHI,0.17647058823529413,13.6,17.2,,,0.0,,
2,Bill Cartwright,26,12,398,17.5,0.648,0.635,7.7,20.3,14.0,1.9,0.2,2.0,,1.0,0.3,1.3,0.154,,1.5,-0.7,0.8,0.3,1984,NYK,0.1764705882352941,13.9,19.5,,,0.0,,
3,Detlef Schrempf,34,12,459,17.2,0.595,0.45799999999999996,4.9,12.5,8.6,14.7,1.5,0.2,,1.3,0.3,1.6,0.163,,3.0,0.0,3.0,0.6,1997,SEA,0.1764705882352941,9.5,18.4,,,0.204,,
4,Shawn Kemp,27,12,442,23.0,0.585,0.6,13.2,25.5,19.2,14.5,1.7,3.3,,1.0,0.6,1.7,0.18100000000000002,,2.2,1.1,3.3,0.6,1997,SEA,0.1764705882352941,17.5,27.2,,,0.057,,
2,Theo Ratliff,26,10,374,17.0,0.534,0.465,8.4,16.6,12.3,4.2,1.5,6.6,,0.5,0.4,0.9,0.11199999999999999,,-0.4,2.0,1.6,0.3,2000,PHI,0.1764705882352941,12.3,17.0,,,0.0,,
1,Allen Iverson,24,10,444,16.6,0.47200000000000003,0.38799999999999996,3.5,7.1,5.3,20.3,1.5,0.2,,0.3,0.0,0.4,0.04,,2.2,-1.5,0.7,0.3,2000,PHI,0.1764705882352941,10.3,32.0,,,0.165,,
2,Byron Scott,26,24,897,16.5,0.583,0.29100000000000004,3.6,9.4,6.6,10.3,2.0,0.3,,1.6,0.7,2.3,0.125,,1.9,0.0,1.9,0.9,1988,LAL,0.1764705882352941,10.5,22.3,,,0.154,,
4,James Worthy,22,21,708,17.9,0.609,0.252,6.1,10.3,8.3,10.6,1.8,0.9,,1.4,0.7,2.1,0.142,,3.0,-0.1,2.9,0.9,1984,LAL,0.17647058823529407,11.4,20.1,,,0.006999999999999999,,
6,Charlie Ward,28,20,494,13.1,0.47700000000000004,0.086,3.0,8.5,5.7,25.5,4.0,0.5,,0.3,0.9,1.2,0.115,,-0.3,4.0,3.8,0.7,1999,NYK,0.175,19.9,12.0,,,0.602,,
4,Robert Horry,22,12,374,13.5,0.545,0.267,4.8,13.4,9.5,15.7,2.5,2.6,,0.1,0.6,0.7,0.09,,-0.1,2.7,2.5,0.4,1993,HOU,0.17391304347826092,19.9,17.2,,,0.297,,
5,Pau Gasol,34,10,317,20.1,0.539,0.365,6.0,26.1,16.3,18.1,0.8,5.3,,0.4,0.7,1.1,0.166,,1.6,2.2,3.7,0.4,2015,CHI,0.1739130434782609,13.6,22.2,,,0.035,,
2,David West,31,11,416,15.7,0.502,0.297,5.9,20.2,13.1,9.8,1.0,1.2,,0.6,0.6,1.2,0.134,,1.0,0.5,1.5,0.4,2012,IND,0.1739130434782609,9.2,20.5,,,0.0,,
4,Thurl Bailey,26,11,449,16.6,0.547,0.335,5.8,10.1,8.1,6.9,0.7,3.0,,0.5,0.5,1.0,0.10400000000000001,,1.0,0.2,1.2,0.4,1988,UTA,0.1739130434782609,8.3,24.8,,,0.005,,
5,Malik Rose,27,10,292,21.2,0.547,0.521,10.6,20.7,15.6,9.1,1.9,1.2,,0.8,0.4,1.2,0.19899999999999998,,1.8,1.3,3.1,0.4,2002,SAS,0.1739130434782609,9.2,21.6,,,0.01,,
2,Bryon Russell,28,11,387,14.5,0.508,0.313,5.4,14.8,10.2,6.3,2.9,0.4,,0.5,0.6,1.1,0.132,,0.9,1.6,2.5,0.4,1999,UTA,0.1739130434782609,7.8,17.6,,,0.313,,
4,Jeff Hornacek,35,11,304,17.8,0.556,0.311,3.6,12.0,8.0,17.1,2.0,0.0,,0.7,0.4,1.1,0.172,,2.0,1.2,3.1,0.4,1999,UTA,0.1739130434782609,9.1,20.9,,,0.17,,
4,Kerry Kittles,28,20,613,13.4,0.494,0.21,3.4,9.9,6.6,11.4,2.5,0.7,,0.6,1.1,1.7,0.133,,1.0,1.9,2.9,0.8,2003,NJN,0.1739130434782609,7.2,17.4,,,0.315,,
3,Paul George,21,11,371,12.5,0.499,0.295,4.7,18.0,11.4,11.8,2.6,0.9,,0.2,0.6,0.8,0.10300000000000001,,-0.1,2.0,1.9,0.4,2012,IND,0.1739130434782609,16.4,16.0,,,0.43200000000000005,,
2,Derrick Rose,26,12,454,16.8,0.484,0.166,3.2,10.7,7.0,33.5,1.6,1.1,,0.3,0.6,0.8,0.08800000000000001,,2.6,-0.8,1.8,0.4,2015,CHI,0.1739130434782609,13.1,29.1,,,0.281,,
3,David Wesley,30,10,394,16.7,0.5589999999999999,0.306,1.1,7.8,4.4,18.1,2.2,0.2,,0.9,0.4,1.3,0.16399999999999998,,0.9,1.4,2.3,0.4,2001,CHH,0.17391304347826086,8.4,19.4,,,0.24600000000000002,,
3,A.C. Green,31,10,368,17.4,0.605,0.8079999999999999,12.3,25.1,18.9,5.0,0.8,0.4,,1.1,0.3,1.3,0.172,,2.9,-0.7,2.2,0.4,1995,PHO,0.17391304347826086,8.6,14.1,,,0.154,,
5,Iman Shumpert,22,12,337,14.2,0.528,0.14,5.9,20.6,12.7,8.4,2.1,0.9,,0.3,0.7,1.0,0.14300000000000002,,0.6,1.7,2.3,0.4,2013,NYK,0.17391304347826086,11.7,17.2,,,0.42,,
3,Nick Anderson,27,21,814,14.2,0.5589999999999999,0.264,3.1,11.4,7.3,12.5,2.2,0.9,,1.1,0.6,1.7,0.10099999999999999,,1.9,0.4,2.3,0.9,1995,ORL,0.17307692307692307,10.1,16.8,,,0.44799999999999995,,
1,Horace Grant,29,21,869,16.1,0.574,0.263,10.1,19.6,14.9,7.1,1.3,2.1,,1.6,0.9,2.4,0.134,,1.8,0.1,1.9,0.9,1995,ORL,0.17307692307692307,9.4,14.6,,,0.009000000000000001,,
3,Horace Grant,27,19,651,17.0,0.5770000000000001,0.355,11.5,17.8,14.6,9.8,1.9,2.5,,1.6,0.9,2.4,0.18,,2.0,1.3,3.3,0.9,1993,CHI,0.17307692307692307,8.8,13.6,,,0.0,,
3,Antonio Daniels,25,13,406,16.4,0.601,0.267,1.1,5.6,3.4,17.3,0.9,0.2,,1.1,0.2,1.3,0.158,,2.5,0.2,2.7,0.5,2001,SAS,0.17241379310344832,8.2,18.5,,,0.35100000000000003,,
1,Moses Malone,29,13,505,18.0,0.509,0.486,8.1,22.4,15.3,7.0,1.6,2.6,,0.7,1.0,1.7,0.16,,2.0,0.1,2.2,0.5,1985,PHI,0.1724137931034483,8.2,22.8,,,0.005,,
1,Paul Westphal,28,15,534,17.8,0.532,0.23,1.5,4.9,3.3,20.9,1.3,0.5,,0.9,0.6,1.5,0.135,,3.3,-1.6,1.7,0.5,1979,PHO,0.17241379310344826,10.7,26.6,,,,,
3,Jeff Teague,26,16,529,17.8,0.507,0.251,2.0,8.3,5.2,35.3,2.3,1.1,,0.5,0.5,1.0,0.094,,2.2,-0.2,2.0,0.5,2015,ATL,0.17241379310344826,13.9,26.5,,,0.272,,
1,Paul Millsap,29,16,566,16.4,0.499,0.373,6.8,19.5,13.1,16.0,2.3,2.0,,0.4,0.9,1.3,0.10800000000000001,,0.2,1.2,1.4,0.5,2015,ATL,0.17241379310344826,12.3,22.3,,,0.23399999999999999,,
4,Ervin Johnson,33,18,577,14.3,0.597,0.47100000000000003,11.7,24.3,18.3,2.6,0.8,4.5,,1.0,0.9,1.8,0.151,,0.7,1.1,1.8,0.6,2001,MIL,0.17142857142857143,12.8,7.6,,,0.0,,
2,Glenn Robinson,28,18,687,16.9,0.505,0.174,4.3,13.6,9.2,16.7,0.9,2.4,,0.6,0.5,1.2,0.081,,2.6,-1.1,1.6,0.6,2001,MIL,0.17142857142857143,11.7,26.5,,,0.193,,
7,Kyrie Irving,22,13,464,20.9,0.573,0.373,2.4,8.6,5.6,20.1,1.9,2.0,,1.5,0.5,2.0,0.209,,4.5,0.7,5.2,0.8,2015,CLE,0.1702127659574468,8.5,23.0,,,0.324,,
3,James Harden,22,20,630,20.9,0.605,0.589,2.5,16.6,9.7,17.2,2.6,0.3,,2.0,0.4,2.4,0.184,,2.9,0.6,3.5,0.9,2012,OKC,0.16981132075471697,13.5,23.2,,,0.364,,
4,Ron Harper,33,19,515,15.7,0.517,0.22399999999999998,4.4,14.4,9.2,17.7,2.6,2.5,,1.0,1.0,2.0,0.183,,2.0,3.8,5.8,1.0,1997,CHI,0.1694915254237288,7.4,13.4,,,0.488,,
6,Kevin Garnett,37,12,250,17.2,0.568,0.365,9.1,30.3,19.2,10.8,2.0,1.9,,0.3,0.3,0.6,0.12300000000000001,,0.5,1.8,2.3,0.3,2014,BRK,0.16666666666666669,15.1,16.8,,,0.032,,
4,Chauncey Billups,26,14,485,17.9,0.5489999999999999,0.474,1.0,10.8,5.7,28.6,1.0,0.3,,1.0,0.5,1.5,0.14400000000000002,,3.0,-0.5,2.5,0.5,2003,DET,0.16666666666666669,12.9,26.2,,,0.442,,
4,Artis Gilmore,33,11,401,17.9,0.604,0.348,9.8,25.1,17.8,5.3,1.0,4.4,,0.7,0.6,1.3,0.152,,1.2,1.1,2.3,0.4,1983,SAS,0.16666666666666669,15.1,17.0,,,0.0,,
3,Paul Pierce,36,12,368,15.1,0.573,0.248,1.3,18.0,9.3,11.6,2.1,1.0,,0.4,0.3,0.7,0.08900000000000001,,0.6,0.8,1.4,0.3,2014,BRK,0.16666666666666669,12.3,21.7,,,0.41100000000000003,,
3,Caldwell Jones,27,10,301,11.8,0.53,0.179,7.7,24.5,16.9,5.7,0.7,4.8,,0.0,0.7,0.7,0.11199999999999999,,-0.7,2.0,1.3,0.3,1978,PHI,0.16666666666666669,23.9,10.0,,,,,
2,Willie Anderson,23,10,375,16.2,0.5579999999999999,0.214,4.7,10.5,7.7,18.8,1.1,0.7,,0.6,0.4,1.0,0.127,,1.6,0.6,2.2,0.4,1990,SAS,0.16666666666666669,12.4,22.1,,,0.03,,
1,DeMar DeRozan,27,10,373,16.6,0.5329999999999999,0.457,1.3,14.5,8.0,17.1,1.9,0.0,,0.1,0.4,0.5,0.062,,0.7,-0.5,0.2,0.2,2017,TOR,0.16666666666666669,10.6,29.6,,,0.086,,
2,Serge Ibaka,27,10,307,14.4,0.527,0.1,3.6,21.9,12.8,8.4,0.7,5.1,,0.0,0.4,0.4,0.065,,-0.5,0.8,0.3,0.2,2017,TOR,0.16666666666666669,7.5,22.4,,,0.292,,
5,Vlade Divac,34,12,317,19.6,0.602,0.5710000000000001,10.6,13.5,12.0,13.2,1.3,2.5,,0.9,0.1,1.1,0.165,,2.3,1.6,3.9,0.5,2003,SAC,0.16666666666666666,12.3,17.9,,,0.0,,
3,Keith Van Horn,26,20,643,14.3,0.507,0.203,5.4,18.2,11.6,10.8,1.5,1.1,,0.5,0.7,1.2,0.09,,1.5,0.4,1.9,0.6,2002,NJN,0.16666666666666666,11.8,20.6,,,0.349,,
4,Bobby Jackson,29,12,331,20.0,0.561,0.254,3.7,14.2,9.0,19.7,1.8,0.2,,0.9,0.1,1.0,0.147,,3.2,0.8,4.0,0.5,2003,SAC,0.16666666666666666,10.0,22.5,,,0.312,,
3,James Silas,29,14,475,17.7,0.534,0.37200000000000005,2.5,6.3,4.4,19.9,2.0,0.1,,0.9,0.2,1.1,0.11599999999999999,,2.0,-0.7,1.4,0.4,1979,SAS,0.16666666666666666,12.6,23.4,,,,,
6,Tyrone Corbin,26,12,310,16.9,0.562,0.29100000000000004,13.8,14.1,14.0,10.6,3.6,0.8,,0.6,0.6,1.1,0.175,,1.7,2.6,4.3,0.5,1989,PHO,0.16666666666666666,12.6,13.8,,,0.0,,
1,Joe Johnson,29,12,497,15.3,0.522,0.212,4.4,9.0,6.7,15.8,1.5,0.2,,0.3,0.3,0.6,0.057999999999999996,,1.8,-1.1,0.7,0.3,2011,ATL,0.16666666666666666,12.5,24.4,,,0.212,,
4,Jamal Crawford,30,12,358,16.1,0.521,0.32899999999999996,0.3,5.0,2.7,16.3,1.4,0.9,,0.4,0.2,0.6,0.079,,2.4,-0.6,1.8,0.3,2011,ATL,0.16666666666666666,8.3,26.5,,,0.387,,
4,Andre Iguodala,35,21,629,15.2,0.565,0.223,5.1,11.4,8.3,18.4,1.9,3.6,,1.1,0.5,1.5,0.11699999999999999,,1.7,2.0,3.7,0.9,2019,GSW,0.16666666666666666,10.3,14.0,,,0.48200000000000004,,
1,Jamal Mashburn,27,10,423,13.1,0.499,0.268,2.5,10.4,6.5,15.5,1.5,0.4,,0.1,0.8,0.9,0.105,,0.5,0.1,0.6,0.3,2000,MIA,0.16666666666666666,12.0,23.3,,,0.21,,
2,Maurice Cheeks,23,18,675,14.2,0.542,0.23600000000000002,3.7,8.1,6.0,23.6,3.2,0.3,,0.5,0.9,1.5,0.105,,1.1,0.9,2.1,0.7,1980,PHI,0.16666666666666666,19.0,14.8,,,0.028999999999999998,,
3,Kevin Love,28,18,578,19.7,0.604,0.344,7.6,29.7,19.3,7.5,1.8,2.3,,1.3,0.9,2.1,0.17800000000000002,,3.5,-0.3,3.2,0.8,2017,CLE,0.16666666666666666,11.0,21.8,,,0.509,,
4,Bob Lanier,35,16,499,14.5,0.5329999999999999,0.257,7.9,17.9,13.3,17.7,1.1,1.2,,0.3,0.8,1.1,0.109,,1.3,0.3,1.6,0.5,1984,MIL,0.16666666666666666,16.6,19.7,,,0.0,,
5,Tony Allen,33,10,279,14.2,0.53,0.21100000000000002,5.4,15.3,10.3,8.3,4.5,3.6,,0.1,0.6,0.6,0.111,,-1.2,5.1,3.9,0.4,2015,MEM,0.16666666666666666,17.3,12.3,,,0.12300000000000001,,
3,Serge Ibaka,26,18,602,15.3,0.629,0.12300000000000001,4.3,16.4,10.5,2.5,1.2,3.1,,1.4,0.7,2.0,0.163,,2.1,1.5,3.6,0.9,2016,OKC,0.16666666666666666,5.0,13.0,,,0.423,,
2,Otto Porter,21,10,331,14.1,0.514,0.239,8.1,17.8,13.1,8.4,1.8,0.5,,0.5,0.5,1.0,0.14400000000000002,,0.3,1.8,2.1,0.3,2015,WAS,0.16666666666666666,5.8,13.8,,,0.364,,
2,Derek Harper,26,17,602,15.3,0.504,0.292,2.0,5.9,4.0,26.9,2.7,0.5,,0.8,0.2,1.1,0.086,,1.3,0.2,1.5,0.5,1988,DAL,0.16666666666666666,12.3,18.3,,,0.17800000000000002,,
3,Courtney Lee,29,11,367,15.5,0.6629999999999999,0.23,0.9,7.7,4.2,11.0,1.7,0.0,,0.9,0.2,1.1,0.145,,0.9,1.7,2.6,0.4,2015,MEM,0.16666666666666666,10.6,15.3,,,0.3,,
4,Andrei Kirilenko,26,12,387,13.7,0.51,0.307,4.3,8.0,6.1,12.5,2.5,4.3,,0.3,0.4,0.7,0.08199999999999999,,0.6,2.2,2.8,0.5,2008,UTA,0.16666666666666663,12.2,17.3,,,0.193,,
5,Ronnie Brewer,22,12,305,17.2,0.56,0.255,6.2,8.2,7.2,10.6,2.1,1.1,,0.8,0.2,1.0,0.154,,2.1,2.0,4.0,0.5,2008,UTA,0.16666666666666663,3.5,16.8,,,0.061,,
4,Rajon Rondo,21,26,831,15.8,0.45399999999999996,0.259,6.0,10.1,8.1,36.3,3.0,0.8,,0.7,1.3,2.1,0.121,,0.9,2.7,3.6,1.2,2008,BOS,0.1643835616438356,13.8,19.7,,,0.076,,
5,Manu GinÃ³bili,25,24,660,15.0,0.522,0.402,5.0,10.1,7.7,17.8,3.3,1.0,,0.7,1.3,2.1,0.152,,0.5,3.2,3.7,1.0,2003,SAS,0.16393442622950818,14.3,17.5,,,0.397,,
4,Jeff Hornacek,33,20,704,16.4,0.5720000000000001,0.505,3.9,11.2,7.6,18.2,1.7,0.5,,1.5,0.6,2.1,0.142,,2.0,0.7,2.7,0.9,1997,UTA,0.16363636363636364,12.4,19.7,,,0.255,,
5,Sam Perkins,34,21,654,14.2,0.579,0.311,4.4,12.3,8.7,9.8,1.2,0.8,,1.0,0.7,1.7,0.122,,2.4,1.0,3.4,0.9,1996,SEA,0.16363636363636358,11.9,18.7,,,0.444,,
3,Chris Bosh,29,20,686,18.2,0.596,0.21,4.8,16.5,10.9,5.4,1.4,2.7,,1.4,0.6,2.0,0.14,,2.9,-0.8,2.1,0.7,2014,MIA,0.1627906976744186,5.3,19.7,,,0.32299999999999995,,
2,Steve Nash,28,20,729,18.1,0.565,0.245,2.2,8.3,5.3,31.1,1.2,0.1,,1.8,-0.1,1.7,0.113,,3.9,-1.7,2.2,0.7,2003,DAL,0.16279069767441856,15.2,20.7,,,0.29600000000000004,,
4,Nick Van Exel,31,20,672,19.1,0.5489999999999999,0.196,2.9,8.2,5.5,21.2,0.9,0.0,,1.5,-0.1,1.4,0.098,,4.1,-1.6,2.5,0.7,2003,DAL,0.16279069767441856,9.9,26.3,,,0.344,,
3,Richard Hamilton,28,16,638,16.4,0.517,0.353,5.9,7.0,6.4,18.7,1.2,0.3,,1.3,0.6,1.8,0.138,,2.0,-0.6,1.4,0.6,2007,DET,0.16216216216216217,9.6,24.3,,,0.079,,
6,MickaÃ«l PiÃ©trus,27,14,282,15.4,0.633,0.375,0.9,7.7,4.4,6.4,1.8,1.7,,0.7,0.5,1.2,0.203,,3.6,2.0,5.7,0.6,2010,ORL,0.16216216216216217,6.0,17.4,,,0.763,,
3,David West,32,19,689,16.1,0.52,0.37799999999999995,7.3,16.8,12.3,11.3,1.0,1.8,,0.8,0.8,1.6,0.109,,1.0,0.7,1.7,0.6,2013,IND,0.16216216216216217,13.4,22.7,,,0.012,,
1,Jermaine O'Neal,25,16,604,19.4,0.479,0.40399999999999997,5.4,22.1,13.7,7.0,0.7,4.7,,0.7,1.2,1.8,0.147,,0.9,0.8,1.6,0.6,2004,IND,0.16216216216216217,8.3,27.9,,,0.015,,
2,Jack Sikma,23,17,655,15.3,0.502,0.272,6.5,27.1,16.7,9.3,1.2,2.0,,0.7,1.1,1.8,0.135,,0.7,0.6,1.4,0.6,1979,SEA,0.16216216216216214,13.8,17.8,,,,,
3,Sean Elliott,26,15,574,14.5,0.5479999999999999,0.425,4.7,9.5,7.1,12.1,0.9,1.0,,0.8,0.8,1.6,0.135,,1.9,0.5,2.5,0.6,1995,SAS,0.16216216216216214,10.2,20.9,,,0.275,,
3,Andre Iguodala,32,24,767,13.8,0.563,0.348,5.0,9.7,7.4,16.6,1.9,1.0,,1.5,0.7,2.1,0.133,,1.2,1.8,3.0,1.0,2016,GSW,0.16129032258064518,10.8,12.1,,,0.396,,
2,LaMarcus Aldridge,30,10,337,25.0,0.579,0.272,8.0,19.7,14.2,5.4,0.6,3.3,,1.0,0.5,1.6,0.223,,3.5,0.2,3.6,0.5,2016,SAS,0.16129032258064516,5.5,27.7,,,0.012,,
3,Ray Allen,34,24,925,13.1,0.57,0.263,1.6,8.7,5.3,12.0,1.3,0.3,,1.1,1.3,2.4,0.126,,1.5,0.4,1.9,0.9,2010,BOS,0.1607142857142857,9.6,19.4,,,0.47700000000000004,,
8,Greg Anthony,24,12,213,13.8,0.52,0.7170000000000001,2.3,7.5,4.9,31.3,4.3,0.3,,0.2,0.5,0.6,0.142,,0.0,5.1,5.1,0.4,1992,NYK,0.16,17.7,16.1,,,0.261,,
4,Patrick Ewing,37,14,461,17.9,0.488,0.524,7.7,26.3,17.2,2.6,2.0,3.6,,0.0,1.0,1.0,0.105,,0.0,1.4,1.4,0.4,2000,NYK,0.16,11.4,26.3,,,0.0,,
2,Allan Houston,28,16,654,13.8,0.5329999999999999,0.27699999999999997,0.6,8.7,4.7,8.1,1.7,0.4,,0.3,0.7,1.0,0.071,,0.4,0.1,0.5,0.4,2000,NYK,0.16,12.0,23.5,,,0.162,,
5,Isiah Thomas,29,13,436,15.0,0.491,0.46299999999999997,3.2,10.9,6.8,38.7,1.6,0.3,,0.2,0.3,0.5,0.054000000000000006,,1.6,0.1,1.7,0.4,1991,DET,0.16,18.6,22.0,,,0.14800000000000002,,
3,Sam Cassell,36,12,404,18.5,0.5479999999999999,0.40700000000000003,2.8,10.3,6.9,27.0,1.0,0.4,,0.9,0.3,1.2,0.14,,2.8,-0.9,1.9,0.4,2006,LAC,0.16,12.4,25.2,,,0.257,,
1,Buck Williams,23,11,473,14.7,0.516,0.623,12.6,25.5,18.5,5.2,1.5,2.4,,0.2,1.0,1.2,0.125,,1.9,-0.4,1.5,0.4,1984,NJN,0.16,14.9,16.7,,,0.0,,
5,Fat Lever,24,11,342,16.8,0.488,0.516,6.7,16.3,11.1,32.5,3.4,0.3,,0.2,0.5,0.7,0.095,,1.1,1.4,2.4,0.4,1985,DEN,0.16,18.5,20.2,,,0.016,,
4,Darryl Dawkins,27,11,340,17.8,0.654,0.703,6.8,16.7,11.3,6.5,0.7,1.9,,0.8,0.6,1.3,0.19,,3.0,-0.2,2.8,0.4,1984,NJN,0.16,17.2,22.3,,,0.025,,
8,Vladimir RadmanoviÄ‡,25,12,246,15.8,0.637,0.348,4.6,17.0,11.3,7.7,1.5,1.9,,0.6,0.3,0.9,0.177,,2.4,2.1,4.4,0.4,2006,LAC,0.16,9.5,15.5,,,0.621,,
3,Aaron Brooks,24,13,444,15.5,0.573,0.271,1.1,7.8,4.5,18.5,0.6,0.5,,0.6,0.3,0.9,0.1,,1.6,0.1,1.7,0.4,2009,HOU,0.16,13.2,23.7,,,0.376,,
4,Bobby Jones,34,12,329,13.0,0.604,0.6759999999999999,3.2,7.8,5.6,14.1,1.5,2.5,,0.6,0.4,0.9,0.135,,0.7,1.7,2.3,0.4,1986,PHI,0.16,13.5,13.9,,,0.013999999999999999,,
6,Spud Webb,24,12,211,20.6,0.545,0.457,2.2,9.3,5.7,36.8,2.2,0.0,,0.6,0.1,0.7,0.16699999999999998,,3.7,1.0,4.6,0.4,1988,ATL,0.16,9.3,22.3,,,0.099,,
2,Xavier McDaniel,28,12,458,15.4,0.517,0.249,11.3,11.6,11.5,10.1,1.1,0.3,,0.4,0.7,1.1,0.114,,1.7,-0.1,1.6,0.4,1992,NYK,0.16,11.0,25.0,,,0.040999999999999995,,
5,George Hill,32,15,395,18.3,0.653,0.28,4.0,9.3,6.7,16.2,1.6,0.9,,1.3,0.6,1.9,0.231,,2.0,3.1,5.1,0.7,2019,MIL,0.1590909090909091,4.3,15.0,,,0.40700000000000003,,
5,Craig Ehlo,30,17,552,12.8,0.505,0.138,5.0,11.0,8.2,20.4,2.0,0.5,,0.5,0.6,1.2,0.102,,1.6,1.4,2.9,0.7,1992,CLE,0.15909090909090906,10.0,14.7,,,0.336,,
4,Trevor Ariza,23,23,722,14.7,0.61,0.34600000000000003,3.6,12.0,7.8,11.6,2.6,1.2,,1.0,1.1,2.2,0.14300000000000002,,1.3,2.5,3.8,1.0,2009,LAL,0.15873015873015875,15.1,15.9,,,0.45399999999999996,,
3,Lamar Odom,29,23,735,18.0,0.5870000000000001,0.38799999999999996,10.3,23.0,16.7,9.1,1.1,3.5,,1.3,1.3,2.6,0.17300000000000001,,1.9,1.3,3.2,1.0,2009,LAL,0.15873015873015875,13.9,17.5,,,0.17,,
5,Andre Iguodala,31,21,635,15.4,0.546,0.38,2.8,13.2,8.1,18.0,2.0,0.9,,1.3,1.0,2.2,0.17,,1.7,2.8,4.5,1.0,2015,GSW,0.15873015873015872,6.6,15.1,,,0.48,,
4,A.C. Green,30,10,350,16.0,0.5670000000000001,0.747,8.7,18.8,13.4,5.2,1.4,0.4,,0.9,0.0,0.9,0.125,,1.9,-1.0,0.9,0.3,1994,PHO,0.15789473684210525,6.0,14.4,,,0.205,,
5,Fred Hoiberg,31,18,438,13.9,0.618,0.18600000000000003,2.5,14.2,8.7,8.6,2.0,0.0,,1.0,0.2,1.3,0.139,,1.2,1.9,3.1,0.6,2004,MIN,0.15789473684210525,7.9,10.9,,,0.5579999999999999,,
1,Avery Johnson,30,10,407,15.5,0.46299999999999997,0.223,1.8,8.7,5.3,38.9,2.7,0.2,,0.4,0.2,0.5,0.062,,0.1,0.3,0.4,0.3,1996,SAS,0.15789473684210525,15.3,18.6,,,0.017,,
3,Vinny Del Negro,29,10,379,14.8,0.54,0.153,1.3,6.8,4.1,13.4,1.9,0.6,,0.7,0.0,0.7,0.091,,1.1,0.3,1.5,0.3,1996,SAS,0.15789473684210525,4.3,17.6,,,0.218,,
2,Julius Erving,32,13,493,16.0,0.496,0.322,7.4,14.8,11.2,13.3,1.5,3.2,,0.3,0.8,1.2,0.113,,2.6,0.3,2.9,0.6,1983,PHI,0.15789473684210525,13.9,23.6,,,0.005,,
5,Danny Ainge,34,10,230,14.7,0.63,0.35600000000000004,3.2,8.3,5.6,12.9,1.3,0.3,,0.7,0.0,0.6,0.135,,1.9,0.6,2.6,0.3,1994,PHO,0.15789473684210525,6.8,13.7,,,0.6779999999999999,,
4,Steve Nash,26,10,370,15.1,0.5529999999999999,0.315,1.7,8.2,4.8,31.5,0.9,0.2,,0.6,0.0,0.6,0.08199999999999999,,2.9,-1.2,1.7,0.3,2001,DAL,0.15789473684210523,16.9,18.5,,,0.361,,
3,Kevin McHale,29,21,827,17.9,0.628,0.423,9.9,17.8,14.0,7.1,0.4,2.1,,1.5,0.5,2.1,0.12,,2.7,-1.0,1.7,0.8,1987,BOS,0.15686274509803919,13.3,21.3,,,0.0,,
5,Robert Parish,33,21,734,18.6,0.611,0.392,10.0,21.8,16.1,5.7,1.2,2.8,,1.4,0.7,2.1,0.138,,1.8,0.5,2.3,0.8,1987,BOS,0.15686274509803919,11.0,20.4,,,0.004,,
3,Michael Cooper,27,21,723,13.7,0.545,0.325,3.3,9.0,6.4,19.3,1.6,1.5,,1.2,0.7,1.9,0.126,,1.4,1.0,2.4,0.8,1984,LAL,0.15686274509803919,11.7,14.2,,,0.188,,
4,Eric Williams,29,16,487,12.9,0.6,0.245,4.2,11.8,8.0,7.3,2.7,0.7,,0.8,0.8,1.6,0.162,,-1.0,3.1,2.1,0.5,2002,BOS,0.15625,9.6,11.1,,,0.319,,
